Abaujwar-Tornau,Abaúj-Torna,48.28,21.19
Aberdeenshire,,57.151,-2.123
Acharnes,,38.0925,23.7425
Achill Island,,53.9639,-10.003
Ägadische Inseln;Ägadischen Inseln,,37.96666718,12.19999981
Ägäis;Ägäisches Meer,,39,25
Ailsa Craig,,55.2519,-5.11639
Akadien,,47.665278,-65.754167
Akarnanien,,38.75,21.083333
Åland,,60.25071594,20.37414551
Alderney,,49.7144,2.20528
Algarve,,37.0144,-7.93528
Almopia,40.98333333,22.1
Alpen,,46.5,10
Alpenostrand,,47.37,16.53
Alsace Bossue,,7.08944,48.9414
Altai,,49.80708333,86.58986111
Altiplano,,-16.00358,-69.65332
Altmark,,52.7167,11.4
Amiénois,,49.88,2.42
Anatolien,,39,33
Andalusien,,37.4667,-4.56667
Anglesey,,53.2833,-4.33333
Angoumois,,45.65,0.166667
Angus,,56.6667,-2.91667
Anhalt,,52,12.5
Anhalt-Wittenberg,,51.83,12.25
Anjou,,47.4667,0.55
Annam
Antrim,,54.85,-6.27
Äolien;Aeolia,,39.2,26.7
Apulien,,41,16.71
Aquitanien,,45,0
Aragonien;Aragon,Aragón,42,1
Ardenne,,50.5017,6.09306
Argolis,,37.6667,22.8333
Argonne,,49.15,4.97
Argyll;Argyllshire,,56.25,-5.25
Arkadien,,37.5083,22.375
Arlberg,,47.13,10.211
Armagh,,54.3499,-6.6546
Arran,,55.57,-5.25
Artois,,50.5,2.5
Arwa,Árva;Orava,49.26,19.36
Assynt,,58.215,-5.0505
Asturien,,43.3,-5.966667
Ätolien,,
Attika,,38,23.81
Aubrac,,44.567,3.082
Aunis,,46.5,0.5
Auskerry,,59.0343,-2.56798
Auvergne,,45.7,3.3
Auxois,,47.49,4.33
Avon,,51.46,-2.5
Avranchin,,48.69,-1.36
Ayrshire,,55.5,-4.5
Azoren,,38.5,-28
Baden,,48.5,8
Badenoch,,57.08,-4.05
Balagne,,42.5689,8.91111
Balearische Inseln;Balearischen Inseln;Balearen,,39.5,3
Baleshare,,57.5333,-7.36667
Balkan,,41.98,22.03
Banat,,45.5,21.38
Banater Bergland,,45,21.92
Banffshire,,57.5,-3.08333
Bardsey Island,,52.76,-4.79
Barnim,,52.6667,14.25
Baronnies,,44.28,5.28
